street,RMSE,MAE,R2
ROCKAWAY BEACH BOULEVARD,0.49831313,0.34529608,0.7374171018600464
ROCKAWAY BOULEVARD,1.7505412,1.1953465,-0.4498502016067505
ROCKLAND AVENUE,1.2409551,0.8652636,0.01887965202331543
ROOSEVELT AVENUE,0.57044005,0.5054126,-0.1158374547958374
ROOSEVELT AVENUE BRIDGE,0.60029066,0.43090284,0.6782903671264648
SEAGIRT BOULEVARD,1.2225296,0.9690376,-0.2885185480117798
SEDGWICK AVENUE,0.74108267,0.54126805,0.3881261944770813
SMITH STREET,0.82695496,0.72767246,-4.757074356079102
SOUTH CONDUIT AVENUE,1.0786926,0.95059234,-3.796173095703125
SOUTHERN BLVD,0.82300687,0.6401724,0.07065683603286743
SOUTHERN BOULEVARD,1.7928996,1.2379794,-0.32471764087677
STATE STREET,0.6738919,0.4692873,0.19543761014938354
STEINWAY STREET,0.62494683,0.53729093,0.479218065738678
SUNRISE HIGHWAY,1.1839511,0.7624491,0.14450836181640625
SURF AVENUE,0.81035906,0.59063005,0.5123728513717651
SUTTER AVENUE,0.7716871,0.6973413,-4.771113395690918
TODT HILL ROAD,0.7300171,0.60404664,0.3682270050048828
TOMPKINS AVENUE,0.6086813,0.56460345,-0.571757435798645
UNION TURNPIKE,0.8029753,0.64531773,-0.5133969783782959
UTOPIA PARKWAY,1.1251279,0.9582627,-12.494908332824707
VAN CORTLANDT PARK EAST,0.6800481,0.6037263,-1.8750524520874023
VERNON BOULEVARD,0.7179776,0.58439183,0.19971102476119995
VICTORY BOULEVARD,0.44768602,0.36571592,-0.10601377487182617
WADSWORTH AVENUE,0.6268689,0.5209119,0.5228527188301086
WASHINGTON AVENUE,0.92523974,0.80607134,-5.995828628540039
WEBSTER AVENUE,0.9668885,0.80228025,0.15016531944274902
WEST 165 STREET,1.4501688,1.1658876,-0.7646946907043457
WEST 42 STREET,1.6247114,1.5709329,-62.72562789916992
WEST END AVENUE,0.89614683,0.72233,-0.9923692941665649
WESTCHESTER AVENUE,0.51610297,0.40215147,0.7378647327423096
WESTCHESTER AVENUE BRIDGE,0.65922433,0.47981432,0.4730337858200073
WHITE PLAINS ROAD,0.9412947,0.8198201,0.19910365343093872
WOODHAVEN BOULEVARD,0.9221616,0.75912774,0.12178242206573486
YORK AVENUE,0.60365236,0.51079834,0.31717413663864136
