street,RMSE,MAE,R2
SUNRISE HIGHWAY,1.1423596,0.7785098,0.20355862379074097
SURF AVENUE,0.7465902,0.51222575,0.5860979557037354
SUTTER AVENUE,1.1544311,0.9472344,-11.915558815002441
TODT HILL ROAD,0.7334434,0.55712724,0.36228281259536743
TOMPKINS AVENUE,0.59894156,0.46327895,-0.5218590497970581
UNION TURNPIKE,0.9493846,0.7848955,-1.1155965328216553
UTOPIA PARKWAY,0.54888034,0.33525145,-2.2116007804870605
VAN CORTLANDT PARK EAST,0.37648278,0.29989326,0.11883610486984253
VERNON BOULEVARD,0.6954619,0.56588197,0.249117910861969
VICTORY BOULEVARD,0.46726447,0.3384729,-0.20486664772033691
WADSWORTH AVENUE,0.7435029,0.5950339,0.32878077030181885
WASHINGTON AVENUE,1.246694,0.9567075,-11.701361656188965
WEBSTER AVENUE,0.96287155,0.77005833,0.15721207857131958
WEST 165 STREET,1.6244646,1.3321683,-1.2143840789794922
WEST 42 STREET,1.5182738,1.4203154,-54.649574279785156
WEST END AVENUE,1.0573719,0.880285,-1.773747444152832
WESTCHESTER AVENUE,0.6284679,0.48553115,0.6112960577011108
WESTCHESTER AVENUE BRIDGE,0.6052829,0.44647542,0.5557442307472229
WHITE PLAINS ROAD,0.94288224,0.72224617,0.196399986743927
WOODHAVEN BOULEVARD,1.121606,0.885111,-0.2991783618927002
YORK AVENUE,0.81582177,0.6679673,-0.24717319011688232
